replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,exploration/env_infos/final/reward_run Mean,exploration/env_infos/final/reward_run Std,exploration/env_infos/final/reward_run Max,exploration/env_infos/final/reward_run Min,exploration/env_infos/initial/reward_run Mean,exploration/env_infos/initial/reward_run Std,exploration/env_infos/initial/reward_run Max,exploration/env_infos/initial/reward_run Min,exploration/env_infos/reward_run Mean,exploration/env_infos/reward_run Std,exploration/env_infos/reward_run Max,exploration/env_infos/reward_run Min,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Std,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/final/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Std,exploration/env_infos/initial/reward_ctrl Max,exploration/env_infos/initial/reward_ctrl Min,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/reward_ctrl Std,exploration/env_infos/reward_ctrl Max,exploration/env_infos/reward_ctrl Min,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,evaluation/env_infos/final/reward_run Mean,evaluation/env_infos/final/reward_run Std,evaluation/env_infos/final/reward_run Max,evaluation/env_infos/final/reward_run Min,evaluation/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_run Std,evaluation/env_infos/initial/reward_run Max,evaluation/env_infos/initial/reward_run Min,evaluation/env_infos/reward_run Mean,evaluation/env_infos/reward_run Std,evaluation/env_infos/reward_run Max,evaluation/env_infos/reward_run Min,evaluation/env_infos/final/reward_ctrl Mean,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/final/reward_ctrl Max,evaluation/env_infos/final/reward_ctrl Min,evaluation/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_ctrl Std,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/initial/reward_ctrl Min,evaluation/env_infos/reward_ctrl Mean,evaluation/env_infos/reward_ctrl Std,evaluation/env_infos/reward_ctrl Max,evaluation/env_infos/reward_ctrl Min,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
122000,9.414835,12.797572,-204.73323,210.41937,95.34655,294.5856,8.877822,210.12228,95.25866,296.57278,8.962139,209.83154,95.17081,296.56192,8.789761,6.041526,5.209279,23.29364,-5.504854,0.016025398,1.5057136,4.8154035,-3.647816,-0.8158142,0.34217262,0.026058212,-2.2332022,0.08265078812837601,0.10352614521980286,122000,122,1000.0,0.0,1000,1000,3.914064198617679,1.0829044342423264,6.156548807626052,-1.3229283963166325,3914.064198617679,0.0,3914.064198617679,3914.064198617679,-0.031909123,0.8107944,0.99994695,-0.9998266,1,3914.064198617679,4.490680264345883,0.0,4.490680264345883,4.490680264345883,-0.20647455295473113,0.0,-0.20647455295473113,-0.20647455295473113,4.309107683263761,1.0702804950847933,6.563090474653279,-0.786758867355451,-0.48085832595825195,0.0,-0.48085832595825195,-0.48085832595825195,-0.02778834700584412,0.0,-0.02778834700584412,-0.02778834700584412,-0.3950434846460819,0.09430384402121494,-0.02778834700584412,-0.593328857421875,605000,605,1000.0,0.0,1000,1000,4.114011663304598,1.055474270271759,6.365360922918422,-0.8998998407074118,4114.011663304598,95.34604344563851,4245.556868202565,3986.4733369416076,-0.030578882,0.82399124,0.99996877,-0.99926686,5,4114.011663304598,5.138459610899986,0.8437655210846154,6.191143572854116,3.733888170368118,0.05420123154049988,0.09140824406934005,0.1900400742065675,-0.06607949696033011,4.521949635834426,1.0417668192811442,6.647587276711988,-0.408179593438735,-0.4818897533416748,0.05056598210726732,-0.4057022571563721,-0.5467102527618408,-0.035837242901325235,0.017882445716882755,-0.014531446993350983,-0.06762298345565797,-0.4079379725298286,0.0905177805516443,-0.014531446993350983,-0.5850109100341797,0.006667930982075632,2.874069828016218,0.6488713209982961,0.061044987000059336,0.017789555015042424,36.723565176012926,40.33200879802462,5123.97653924732,120
123000,12.393018,10.422096,-196.79385,202.09448,98.09138,291.6395,7.9760404,201.71794,97.99583,292.69724,8.206858,202.15001,98.29965,291.81964,7.4457583,5.68834,5.0424323,35.354767,-5.380056,0.06755943,1.4976118,5.753397,-4.6549244,-0.7949068,0.33999452,0.05320072,-2.1329057,0.08355680853128433,-0.7736124992370605,123000,123,1000.0,0.0,1000,1000,3.946004829744651,1.0328717498058033,6.249605677374484,-0.6997324305099841,3946.0048297446488,0.0,3946.0048297446488,3946.0048297446488,0.018586205,0.8108554,0.99977225,-0.9995001,1,3946.0048297446488,3.3151738320788127,0.0,3.3151738320788127,3.3151738320788127,0.1627998311124675,0.0,0.1627998311124675,0.1627998311124675,4.340703959135368,1.0182867547454375,6.555798528929984,-0.19480412774509154,-0.27133285999298096,0.0,-0.27133285999298096,-0.27133285999298096,-0.09151488542556763,0.0,-0.09151488542556763,-0.09151488542556763,-0.39469912939071655,0.09002625894020143,-0.0842603087425232,-0.5880115985870361,610000,610,1000.0,0.0,1000,1000,4.1598226698442,1.0523566532768889,6.364624020745788,-0.8053419682141426,4159.8226698441995,49.34844643717554,4215.317747832233,4089.7437486743415,0.0060040373,0.82117033,0.999334,-0.99972326,5,4159.8226698441995,4.326551089327381,0.5513876457372026,5.209532706920186,3.678122445496115,0.3561732960824624,0.2856629697418462,0.7836597136886969,-0.06806727418608036,4.564436758118887,1.0428746347839448,6.696069775628075,-0.24137106863223345,-0.4154008531570435,0.10095322929554658,-0.26678197383880614,-0.5659302711486817,-0.04991859182715416,0.02992378212422796,-0.010011886805295946,-0.0856030821800232,-0.4046140882746876,0.0901825168145916,-0.010011886805295946,-0.5845804691314698,0.007594163005705923,2.9964731950312853,0.8605417290236801,0.05411194695625454,0.030082964978646487,38.906392631994095,42.85519663098967,5166.850669636275,121
124000,8.101207,9.702799,-209.96873,216.07602,93.703514,297.2304,6.0116343,215.975,93.602005,295.77927,7.253395,216.46576,93.91638,300.74432,7.1692276,6.1738153,5.171331,22.636566,-5.26908,0.14326015,1.526745,4.420549,-4.742794,-0.81533796,0.35355306,0.16223577,-2.401864,0.08324147015810013,0.4321240782737732,124000,124,1000.0,0.0,1000,1000,4.091190741912209,1.065733168210813,6.2094185416961185,-0.7737114851937829,4091.1907419122103,0.0,4091.1907419122103,4091.1907419122103,0.0048954207,0.8181596,0.99968964,-0.99990207,1,4091.1907419122103,5.690038819935239,0.0,5.690038819935239,5.690038819935239,-0.2745177748432087,0.0,-0.2745177748432087,-0.2745177748432087,4.4928361720330345,1.0579191705632212,6.456828586671577,-0.4788524811730919,-0.32589070796966557,0.0,-0.32589070796966557,-0.32589070796966557,-0.027675792574882507,0.0,-0.027675792574882507,-0.027675792574882507,-0.4016454301208258,0.0862488361895559,-0.027675792574882507,-0.5774843692779541,615000,615,1000.0,0.0,1000,1000,4.203350844989978,1.07710521212625,6.4112456667924445,-0.7908035258163666,4203.350844989975,60.69405794366473,4291.781005262966,4112.000539660096,0.0021283564,0.8292213,0.99954456,-0.99914104,5,4203.350844989975,4.417331153693453,0.8375848969404437,5.640463709952996,3.5256868665055663,0.1076269012865219,0.0903340450617574,0.2270800598214887,-0.0019556508150220253,4.615918360428475,1.0657436808328424,6.751269193713085,-0.2763147810806488,-0.3780032110214233,0.07409451621472567,-0.25814085006713866,-0.4915322303771973,-0.024172721803188326,0.007297827921779433,-0.01639532893896103,-0.03772732317447663,-0.41256751543849707,0.08608939288654496,-0.01639532893896103,-0.5904352188110352,0.006740425014868379,3.8778193879988976,0.7666708250180818,0.044941651984117925,0.019241899019107223,40.17054541996913,44.8859596090042,5211.7667612402,122
125000,9.315131,8.308069,-208.55798,215.37865,94.53467,301.41635,8.063241,215.01205,94.37707,299.14935,7.8771863,214.93912,94.21409,295.68964,8.595272,6.6578217,5.4829316,22.984627,-4.7446537,0.0018169507,1.5815716,4.126269,-4.318224,-0.80602956,0.32841876,0.019078434,-2.2363424,0.08405443280935287,1.6290850639343262,125000,125,1000.0,0.0,1000,1000,3.7832130564225985,1.0329224483153239,5.992367429516844,-1.1085289980281574,3783.2130564225986,0.0,3783.2130564225986,3783.2130564225986,0.0034147492,0.815937,0.9997282,-0.99987936,1,3783.2130564225986,4.970257291682856,0.0,4.970257291682856,4.970257291682856,0.059625266884727815,0.0,0.059625266884727815,0.059625266884727815,4.182671959836609,1.0207226326922156,6.200920552990965,-0.6621489549983722,-0.4115615367889405,0.0,-0.4115615367889405,-0.4115615367889405,-0.06609637141227723,0.0,-0.06609637141227723,-0.06609637141227723,-0.399458903414011,0.0945862807056877,-0.06609637141227723,-0.5884608268737793,620000,620,1000.0,0.0,1000,1000,4.108045613904919,1.0804477625317,6.5073321355488245,-0.8814094980173197,4108.045613904921,134.08407617066146,4335.124949607233,3940.340808577882,-0.0030759166,0.8298432,0.9997039,-0.9995411,5,4108.045613904921,5.477058423781386,1.3207792131518183,6.745718488301122,3.3353121451921197,0.18955252356656166,0.05253667661624126,0.2565693951888598,0.10814310522477333,4.521235169103768,1.0690508650528643,6.903994019051538,-0.3362290549872361,-0.3995981788635254,0.06742160869587627,-0.32967720031738285,-0.5257011413574219,-0.03226204007863999,0.01328174812980847,-0.016711030900478364,-0.04902517795562744,-0.4131895551988482,0.09111291727788778,-0.016711030900478364,-0.5890955924987793,0.00787469104398042,2.9487083469866775,0.7157549610128626,0.0419052480137907,0.016360013047233224,31.520976501051337,35.25157976115588,5247.033148032322,123
126000,7.423921,8.425462,-210.25272,216.19112,92.40714,295.38297,6.0939336,216.34615,92.45633,299.50952,5.949015,215.88455,92.35524,294.06586,4.426505,6.2799253,4.9635205,21.11953,-5.4657125,0.0010201732,1.5508409,4.027662,-3.7068477,-0.8172593,0.34286952,-0.027334556,-2.312222,0.08440051227807999,0.6920350193977356,126000,126,1000.0,0.0,1000,1000,3.874658263327479,1.0350096284027412,5.988633711970283,-0.8645168087854764,3874.65826332748,0.0,3874.65826332748,3874.65826332748,-0.009174233,0.8098532,0.9997219,-0.9998471,1,3874.65826332748,5.875157391589028,0.0,5.875157391589028,5.875157391589028,-0.02533211003168334,0.0,-0.02533211003168334,-0.02533211003168334,4.268226035769582,1.0199924985676092,6.316708577841723,-0.3999874852075955,-0.5051211357116699,0.0,-0.5051211357116699,-0.5051211357116699,-0.03200998306274414,0.0,-0.03200998306274414,-0.03200998306274414,-0.3935677724421024,0.10040977092465496,-0.03200998306274414,-0.5870864868164063,625000,625,1000.0,0.0,1000,1000,4.164059495853692,1.0286924186923794,6.141105032136227,-0.7483883100231291,4164.059495853691,42.210454428129495,4213.097702046482,4107.278281778509,-0.010799609,0.8231357,0.99913496,-0.9993282,5,4164.059495853691,4.3981949408758965,0.32671262051645245,4.827774784562848,3.9152851444833914,0.09409033105041936,0.13101707488763636,0.28756480570820403,-0.07309942811517978,4.570660865991099,1.013820567096567,6.550207466900417,-0.18764793450433026,-0.49733011245727543,0.06871097877841857,-0.3829379558563233,-0.5552806854248047,-0.03163020916283131,0.015097507932240706,-0.005859662964940071,-0.044324979186058044,-0.40660137013740844,0.09477252578152295,-0.005859662964940071,-0.5806804656982422,0.006658271013293415,2.6352809210075065,0.6473921209690161,0.040270816010888666,0.01644983800360933,31.463240267010406,34.80929223401472,5281.854702696379,124
127000,15.452492,15.694483,-207.22714,213.93954,98.29749,298.73218,8.001247,213.75699,98.22172,298.62213,7.727035,213.60541,98.099556,298.61752,7.799648,6.8851323,5.935527,28.558924,-6.155135,0.006348215,1.6262249,3.7783682,-4.334525,-0.7881413,0.3473743,0.036741346,-2.3535018,0.08514802157878876,2.1806588172912598,127000,127,1000.0,0.0,1000,1000,3.968429435969333,1.0539164824907152,5.994942356889249,-0.5784643343283059,3968.429435969335,0.0,3968.429435969335,3968.429435969335,-0.014666725,0.822922,0.99985534,-0.99977744,1,3968.429435969335,5.050092472329766,0.0,5.050092472329766,5.050092472329766,0.40123905106729946,0.0,0.40123905106729946,0.40123905106729946,4.374878879065255,1.0368373789649985,6.337536718194485,-0.1447267702413918,-0.19576780796051027,0.0,-0.19576780796051027,-0.19576780796051027,-0.02983664870262146,0.0,-0.02983664870262146,-0.02983664870262146,-0.4064494430959225,0.09363390078049785,-0.02983664870262146,-0.5787920951843262,630000,630,1000.0,0.0,1000,1000,4.103985229281966,1.0784369759287,6.290126795742049,-0.9546737244349051,4103.985229281966,111.48204463028853,4261.775836637182,3947.170481558366,-0.018402256,0.8340991,0.99939245,-0.9992839,5,4103.985229281966,4.711016412578942,0.503279260992678,5.590008570524105,4.055566041041629,0.15247767679297353,0.06899939964170063,0.22440507148203281,0.03072458159553565,4.5216212269308,1.0628587235236393,6.799096198055281,-0.8504406383257437,-0.3956664180755616,0.08388484719412181,-0.24510536193847657,-0.4946776866912842,-0.04746963918209076,0.015334113256487836,-0.03019545078277588,-0.07148399353027345,-0.4176359976488353,0.09472300323806136,-0.03019545078277588,-0.5899469375610352,0.006684090010821819,2.4915296279941685,0.6498896720004268,0.040656965982634574,0.015594489988870919,31.474558326997794,34.67891317297472,5316.548884331365,125
128000,5.637747,9.064057,-206.5666,212.08476,102.5967,299.24332,7.2904525,212.63995,102.75554,299.4299,7.429159,211.93932,102.57639,299.51617,7.0697203,5.9070187,4.8244905,17.605843,-5.2959957,0.024290837,1.4611741,3.9724424,-3.622365,-0.8260744,0.35806358,0.11045482,-2.3030512,0.08524943888187408,-0.2289372831583023,128000,128,1000.0,0.0,1000,1000,4.091888600702773,1.1089357223188678,6.706289494461885,-0.933961716624735,4091.888600702776,0.0,4091.888600702776,4091.888600702776,-0.0041053193,0.7932944,0.9999586,-0.99963117,1,4091.888600702776,6.3832936452485,0.0,6.3832936452485,6.3832936452485,-0.06067832619288893,0.0,-0.06067832619288893,-0.06067832619288893,4.469488376376223,1.1003070742859857,7.071276390976777,-0.5349964532580358,-0.34766669273376466,0.0,-0.34766669273376466,-0.34766669273376466,-0.010739733278751374,0.0,-0.010739733278751374,-0.010739733278751374,-0.3775997756734491,0.09010533697311328,-0.010739733278751374,-0.574058198928833,635000,635,1000.0,0.0,1000,1000,4.015124970307873,1.04813585966243,6.287685372314684,-0.9328448803814752,4015.124970307872,58.06596481778421,4116.517150190794,3944.3524932841015,-0.0057280874,0.8069424,0.99977404,-0.9996122,5,4015.124970307872,4.110891564666758,0.6339125144401563,5.122913444405981,3.358021445588406,0.07799760413294062,0.07067942804435874,0.17624312636589817,-0.013648655598517967,4.405838270993458,1.0366745472389296,6.775252081833116,-0.4462144406231744,-0.3560807800292969,0.08529317436634859,-0.2556762456893921,-0.5135528564453126,-0.03871967166662217,0.01885462792714686,-0.01475924700498581,-0.06191542148590088,-0.3907133006855845,0.09198064550090722,-0.01475924700498581,-0.5800720691680908,0.006751231965608895,2.823086377000436,0.6652880000183359,0.04019937600241974,0.01593112002592534,31.57262804900529,35.123884154018015,5351.69014613342,126
129000,8.250627,9.569079,-204.2983,209.92273,101.03908,303.2225,8.626766,209.99791,101.00944,301.64624,8.693486,210.18417,101.42338,301.62448,8.788875,6.0069866,5.327892,22.413733,-4.8798175,0.009955959,1.5271177,3.735672,-4.675962,-0.7948367,0.33888504,-0.08093975,-2.0818326,0.08645414561033249,0.017105355858802795,129000,129,1000.0,0.0,1000,1000,3.8743730971180947,1.056160365054592,6.525697958219746,-1.184424432980573,3874.373097118095,0.0,3874.373097118095,3874.373097118095,-0.0054319943,0.8059284,0.99994755,-0.99982035,1,3874.373097118095,3.504053580000459,0.0,3.504053580000459,3.504053580000459,0.14644966441052487,0.0,0.14644966441052487,0.14644966441052487,4.264103144910291,1.041319020700379,6.796076404798725,-0.8958765594835638,-0.35927269458770755,0.0,-0.35927269458770755,-0.35927269458770755,-0.08467125296592713,0.0,-0.08467125296592713,-0.08467125296592713,-0.3897300477921963,0.09365833863936972,-0.08467125296592713,-0.5864630222320557,640000,640,1000.0,0.0,1000,1000,4.041820932054332,1.0819618914748488,6.5417719009781194,-1.1590590583563016,4041.820932054332,45.57139688579645,4097.579095989485,3990.503163494176,-0.0021914763,0.8147463,0.9995733,-0.99937224,5,4041.820932054332,4.714943826519971,0.5212021278472986,5.281600500259174,3.877784208152093,-0.09619094994809228,0.11926869508714147,0.10830786298744437,-0.20089744407008975,4.440110766812822,1.0711589039921467,6.974773419227631,-1.0056584941625761,-0.3913198757171631,0.06577775952674872,-0.27336978912353516,-0.4752536773681641,-0.020184969156980516,0.013583967795376569,-0.008388803154230118,-0.0458359956741333,-0.39828983475849034,0.09164216649740903,-0.008388803154230118,-0.584228801727295,0.00664641399635002,2.5908298840513453,0.6749395609949715,0.041323434037622064,0.01709449797635898,32.752540624991525,36.08337441604817,5387.795325825398,127
130000,8.82309,9.132854,-199.94263,205.64474,101.01295,301.983,8.097844,205.73413,101.021034,299.6551,8.425812,206.58315,101.16188,303.13074,8.627659,6.2044106,5.4010124,24.79142,-5.1887493,0.14670005,1.5534297,4.3910294,-5.371512,-0.7861703,0.3442607,0.8919062,-2.4124997,0.08708152174949646,0.4989456236362457,130000,130,1000.0,0.0,1000,1000,3.890091474006181,1.0443584964805945,6.250910514902512,-0.6329854790329692,3890.0914740061817,0.0,3890.0914740061817,3890.0914740061817,0.03255827,0.79966396,0.9999137,-0.99980074,1,3890.0914740061817,4.570260104520116,0.0,4.570260104520116,4.570260104520116,0.03235384991960785,0.0,0.03235384991960785,0.03235384991960785,4.274404951379304,1.0317342321737122,6.652927679132858,-0.28484242597815956,-0.4110071659088135,0.0,-0.4110071659088135,-0.4110071659088135,-0.09382163286209107,0.0,-0.09382163286209107,-0.09382163286209107,-0.38431347737312316,0.09378884581514361,-0.07847869992256165,-0.5721055984497071,645000,645,1000.0,0.0,1000,1000,3.9332157454936416,1.3717178346654695,6.4235743814599235,-1.2516420640333763,3933.2157454936446,537.0348394656387,4291.75970165056,2866.1338719574196,0.009944802,0.8089953,0.9998785,-0.99993193,5,3933.2157454936446,3.947637492563217,1.4176692411365948,6.133995290549024,1.6999859409446572,0.2739310271663705,0.15133876875051014,0.48500428658629996,0.03233317474153799,4.325959157727828,1.377832768061596,6.857778578389855,-0.9210694687999421,-0.43372273445129395,0.11302349914953308,-0.2235356330871582,-0.5571643352508545,-0.06863118648529053,0.011018586238341246,-0.057673400640487676,-0.0875649631023407,-0.39274341223418713,0.09715313956815036,-0.03439087569713593,-0.5875692367553711,0.007106905046384782,2.740093971020542,0.6502784080221318,0.04170936200534925,0.01826388103654608,33.245169367000926,36.70262189413188,5424.511528693547,128
131000,6.1770124,6.3197455,-210.58861,215.82874,100.4841,304.17834,7.055787,215.87508,100.43063,302.7511,6.957936,215.78592,100.397995,301.55414,6.913451,5.196101,4.580836,17.607801,-5.4371257,0.11236033,1.4156855,3.7671168,-4.494811,-0.80446404,0.34236148,0.00047394633,-2.3683703,0.08632379025220871,-1.9690546989440918,131000,131,1000.0,0.0,1000,1000,3.9341191776224083,1.1321564964735842,6.31132170955326,-1.0168947915019424,3934.119177622408,0.0,3934.119177622408,3934.119177622408,0.016364207,0.79731035,0.9998076,-0.99989,1,3934.119177622408,4.6683691515312375,0.0,4.6683691515312375,4.6683691515312375,0.04247633204792843,0.0,0.04247633204792843,0.04247633204792843,4.315702127493233,1.12349057969192,6.52248441974308,-0.5218442658366592,-0.3776895999908447,0.0,-0.3776895999908447,-0.3776895999908447,-0.042995959520339966,0.0,-0.042995959520339966,-0.042995959520339966,-0.38158294987082486,0.09494229997445108,-0.042995959520339966,-0.5949361324310303,650000,650,1000.0,0.0,1000,1000,4.084345984452588,1.1203320330235824,6.535051585161045,-1.211237373741275,4084.3459844525905,67.08605034102968,4209.271937062223,4007.3241045525665,0.0074710273,0.81221384,0.9999615,-0.9995781,5,4084.3459844525905,4.904698956233801,1.0289673781646207,5.850572969713426,3.139578097881781,0.14667358658262167,0.14473871750693806,0.32026679799946084,-0.016641033008959055,4.4801942121049,1.1088316423884772,6.837016535722569,-0.767084303291446,-0.38284063339233404,0.051839868663703985,-0.3218384742736817,-0.4505496025085449,-0.048850185871124274,0.01789755906876757,-0.02949926853179932,-0.07178174257278443,-0.39584822765231137,0.0934719337643951,-0.02949926853179932,-0.5889986991882324,0.007843471015803516,2.826650739996694,0.6391245300183073,0.04111271596048027,0.01588850503321737,39.34831563499756,42.878935597022064,5467.537170527561,129
132000,8.8685055,7.508973,-208.69478,214.45706,101.18414,302.72577,7.8891926,214.52246,101.22385,303.0479,7.50741,214.24173,100.91815,300.73563,5.825734,5.862731,5.276278,20.132412,-5.5934277,0.04434227,1.5234014,5.518318,-4.797779,-0.78767633,0.33726546,0.24713016,-2.327777,0.08705343306064606,-0.3351172208786011,132000,132,1000.0,0.0,1000,1000,4.096574714441155,1.165623664072135,6.362883153927908,-0.8233857709260595,4096.574714441153,0.0,4096.574714441153,4096.574714441153,-0.0202742,0.82531536,0.99989486,-0.99994993,1,4096.574714441153,3.9029001786047957,0.0,3.9029001786047957,3.9029001786047957,0.24705360335601273,0.0,0.24705360335601273,0.24705360335601273,4.505508608854863,1.1644957183459572,6.802785607083877,-0.3366962987275732,-0.5017977714538574,0.0,-0.5017977714538574,-0.5017977714538574,-0.018503713607788085,0.0,-0.018503713607788085,-0.018503713607788085,-0.40893389441370964,0.09645445359594579,-0.018503713607788085,-0.5822679519653321,655000,655,1000.0,0.0,1000,1000,4.063529410468132,1.1140977620441925,6.510827041724156,-1.2755335215703125,4063.5294104681298,105.92468454157165,4187.685556941345,3915.669689062845,-0.014974253,0.8402963,0.9995037,-0.99945116,5,4063.5294104681298,4.434643019546002,0.8405170748388315,5.556611802173279,3.3529571438111816,0.19340046303853836,0.26270850552447583,0.3799573274173598,-0.31437645081828847,4.487322735499531,1.1078479703446151,6.824092782879916,-0.9937689189091797,-0.44574856281280517,0.11943676035980062,-0.211052680015564,-0.5320272445678711,-0.038359252810478216,0.007231227676562152,-0.029292643070220947,-0.048976373672485356,-0.42379332503139977,0.09605407152518322,-0.029292643070220947,-0.5938250541687012,0.03360257699387148,2.850316472002305,1.1684818639769219,0.04290400701574981,0.015836051024962217,36.41760736401193,40.52874833502574,5508.080901222653,130
133000,9.641195,8.892589,-217.03465,223.45117,92.13145,304.04395,8.841086,223.58685,92.187546,304.832,8.745504,224.39584,92.458435,305.22894,8.17153,6.5771747,5.1663666,20.773403,-7.451529,0.025338382,1.5749949,4.289117,-6.1830244,-0.81491214,0.3490246,0.15014197,-2.2745438,0.08719819784164429,1.4080955982208252,133000,133,1000.0,0.0,1000,1000,3.928860797806221,1.0676657915699552,6.0884644286509255,-1.074083990639331,3928.860797806217,0.0,3928.860797806217,3928.860797806217,-0.0087825805,0.81104386,0.9997829,-0.99989367,1,3928.860797806217,4.079923720742613,0.0,4.079923720742613,4.079923720742613,0.0974252939966283,0.0,0.0974252939966283,0.0974252939966283,4.323582367773491,1.0562260251896471,6.579002024399827,-0.5856676049886961,-0.2691861152648926,0.0,-0.2691861152648926,-0.2691861152648926,-0.05332781076431275,0.0,-0.05332781076431275,-0.05332781076431275,-0.39472156996726987,0.0994518904418899,-0.05332781076431275,-0.5915199279785156,660000,660,1000.0,0.0,1000,1000,4.1912747359026925,1.071441305826636,6.387965799287554,-0.913966143486445,4191.274735902691,58.4067386860048,4295.3970680745515,4126.064730908541,-0.0176143,0.82030374,0.9993276,-0.9997058,5,4191.274735902691,4.866355569164853,0.5949737919565753,5.627937553299489,4.031344730105957,0.17174106603934874,0.12938085188541687,0.3590782890801311,0.03309963908799535,4.595199824737454,1.0620404954139253,6.835977359802143,-0.4404581098470933,-0.45280533313751226,0.04105394188629516,-0.39078142642974856,-0.5114351749420166,-0.038959556818008424,0.007674864975268969,-0.027937868237495424,-0.050792384147644046,-0.4039250888347626,0.09672976143367115,-0.027937868237495424,-0.5872581005096436,0.006665377994067967,2.4916134880040772,0.6484887640108354,0.045854258001782,0.01776231999974698,37.68398170004366,40.89436590805417,5548.994581178704,131
134000,6.1273384,6.1258826,-215.20163,221.04776,96.861824,306.89297,8.230162,221.26663,96.8975,307.5794,8.440786,220.73259,96.74823,307.5918,8.8586235,6.1173735,5.2149568,20.841547,-7.729702,0.08362811,1.533438,4.8064985,-3.8648558,-0.8095422,0.33360597,0.08446509,-2.3347375,0.08948170393705368,0.28331416845321655,134000,134,1000.0,0.0,1000,1000,3.791491753653513,1.0585839267282027,6.309869232654836,-0.3693968174125531,3791.4917536535077,0.0,3791.4917536535077,3791.4917536535077,0.030488947,0.80959576,0.9999943,-0.99981123,1,3791.4917536535077,3.1852712429667918,0.0,3.1852712429667918,3.1852712429667918,-0.05601195812050215,0.0,-0.05601195812050215,-0.05601195812050215,4.185316714100988,1.042130248686338,6.627967677114981,-0.05601195812050215,-0.4009151935577393,0.0,-0.4009151935577393,-0.4009151935577393,-0.004930694028735161,0.0,-0.004930694028735161,-0.004930694028735161,-0.39382496044747534,0.09442215729128563,-0.004930694028735161,-0.5915128707885743,665000,665,1000.0,0.0,1000,1000,4.15108384021787,1.0765678890783559,6.547483021346608,-0.8910877881936781,4151.083840217871,42.687554362345736,4213.417701880793,4106.511560496333,0.021679886,0.8233494,0.9993596,-0.99937344,5,4151.083840217871,5.341415000320808,0.7346615557841458,6.284107966367287,4.1686280761445005,0.10634883598504401,0.10755178114088208,0.19143576241863428,-0.10477841995531229,4.5581084601718,1.064739359282327,6.869855867697368,-0.4105278192453138,-0.44851882457733155,0.06725733898399004,-0.31584193706512453,-0.5005722045898438,-0.034908449351787565,0.01842001653544969,-0.011426188051700592,-0.06624614596366883,-0.40702461995393036,0.09010950275025904,-0.011426188051700592,-0.586417293548584,0.007958121015690267,2.5967864010017365,0.9334938509855419,0.04020404699258506,0.016105841961689293,39.037260206998326,42.63180846895557,5591.736815630633,132
