replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,exploration/env_infos/final/reward_run Mean,exploration/env_infos/final/reward_run Std,exploration/env_infos/final/reward_run Max,exploration/env_infos/final/reward_run Min,exploration/env_infos/initial/reward_run Mean,exploration/env_infos/initial/reward_run Std,exploration/env_infos/initial/reward_run Max,exploration/env_infos/initial/reward_run Min,exploration/env_infos/reward_run Mean,exploration/env_infos/reward_run Std,exploration/env_infos/reward_run Max,exploration/env_infos/reward_run Min,exploration/env_infos/final/reward_ctrl Mean,exploration/env_infos/final/reward_ctrl Std,exploration/env_infos/final/reward_ctrl Max,exploration/env_infos/final/reward_ctrl Min,exploration/env_infos/initial/reward_ctrl Mean,exploration/env_infos/initial/reward_ctrl Std,exploration/env_infos/initial/reward_ctrl Max,exploration/env_infos/initial/reward_ctrl Min,exploration/env_infos/reward_ctrl Mean,exploration/env_infos/reward_ctrl Std,exploration/env_infos/reward_ctrl Max,exploration/env_infos/reward_ctrl Min,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,evaluation/env_infos/final/reward_run Mean,evaluation/env_infos/final/reward_run Std,evaluation/env_infos/final/reward_run Max,evaluation/env_infos/final/reward_run Min,evaluation/env_infos/initial/reward_run Mean,evaluation/env_infos/initial/reward_run Std,evaluation/env_infos/initial/reward_run Max,evaluation/env_infos/initial/reward_run Min,evaluation/env_infos/reward_run Mean,evaluation/env_infos/reward_run Std,evaluation/env_infos/reward_run Max,evaluation/env_infos/reward_run Min,evaluation/env_infos/final/reward_ctrl Mean,evaluation/env_infos/final/reward_ctrl Std,evaluation/env_infos/final/reward_ctrl Max,evaluation/env_infos/final/reward_ctrl Min,evaluation/env_infos/initial/reward_ctrl Mean,evaluation/env_infos/initial/reward_ctrl Std,evaluation/env_infos/initial/reward_ctrl Max,evaluation/env_infos/initial/reward_ctrl Min,evaluation/env_infos/reward_ctrl Mean,evaluation/env_infos/reward_ctrl Std,evaluation/env_infos/reward_ctrl Max,evaluation/env_infos/reward_ctrl Min,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
43000,3.648158,3.9133532,-48.523834,54.111515,46.746605,127.158264,4.6067214,54.26424,46.867004,124.91223,3.429571,53.832317,46.72779,123.2621,3.8233075,6.01083,5.1262665,27.494028,-5.1812415,0.0032624975,1.5336576,4.024249,-4.310343,-0.7565449,0.33775225,-0.019671954,-2.9109478,0.029514294117689133,0.0381523072719574,43000,43,1000.0,0.0,1000,1000,2.3025999461068816,0.830542518476097,4.735167050335528,-1.2027133065935587,2302.5999461068777,0.0,2302.5999461068777,2302.5999461068777,-0.0007716509,0.81209713,0.9999506,-0.9999924,1,2302.5999461068777,2.8466261841242613,0.0,2.8466261841242613,2.8466261841242613,0.16344758937625353,0.0,0.16344758937625353,0.16344758937625353,2.6983013371362388,0.8086412267070753,5.1673029660917535,-0.9710092384096597,-0.5067909240722657,0.0,-0.5067909240722657,-0.5067909240722657,-0.16904612779617312,0.0,-0.16904612779617312,-0.16904612779617312,-0.3957013910293579,0.10624421364724261,-0.10177743434906006,-0.5950588703155518,210000,210,1000.0,0.0,1000,1000,1.4945177402978038,1.2987590871771897,4.586060118492094,-1.9202855511573234,1494.5177402978043,564.1960955771087,2239.11131240372,647.1100610466119,-0.013021114,0.81469524,0.99994516,-0.9999896,5,1494.5177402978043,0.9616013954964728,1.4581791661425396,2.7910887135450935,-0.7631917046640524,0.06084823260232216,0.0525622093798943,0.13704150739789706,-0.009960341917065046,1.8928565037022924,1.3104798437686203,5.02157132607266,-1.4697099133399405,-0.37931507587432867,0.06795815064863099,-0.2869471549987793,-0.49211220741271977,-0.06066567957401277,0.03616920704961326,-0.03376443088054657,-0.1322581171989441,-0.3983387634044886,0.09961155653317887,-0.03376443088054657,-0.5971766471862793,0.0064509419607929885,2.7059175250469707,0.5928648430272005,0.04423881904222071,0.016250578046310693,37.18463202798739,40.550354735110886,1757.2326470460393,41
44000,3.5676875,3.9710352,-47.711704,53.97494,46.477028,129.75613,4.0300026,54.149574,46.564457,125.65388,4.3458776,54.17255,46.863304,131.60986,3.8590364,6.6405234,6.023155,29.824223,-4.716491,-0.03184047,1.6308417,4.7022824,-6.340587,-0.72474,0.33420673,-0.004088126,-2.1552925,0.030486367642879486,2.235809803009033,44000,44,1000.0,0.0,1000,1000,2.1614714301213045,0.9078874304299512,4.444668944275793,-0.7455003762040798,2161.471430121301,0.0,2161.471430121301,2161.471430121301,-0.02930426,0.8042273,0.9999807,-0.99999994,1,2161.471430121301,3.628491129771021,0.0,3.628491129771021,3.628491129771021,-0.285341974657001,0.0,-0.285341974657001,-0.285341974657001,2.5500556048526777,0.8946914046691421,4.816857002110169,-0.30759470367669905,-0.5647259712219238,0.0,-0.5647259712219238,-0.5647259712219238,-0.024445638060569763,0.0,-0.024445638060569763,-0.024445638060569763,-0.3885841747313738,0.09908758851039882,-0.024445638060569763,-0.5938443183898926,215000,215,1000.0,0.0,1000,1000,1.4855777876101537,1.327412367345186,4.74063987394751,-2.023738928981982,1485.5777876101533,745.0153654526442,2485.041867151403,612.7023980595673,-0.024713099,0.8009904,0.99996847,-0.99999934,5,1485.5777876101533,1.939061255318336,1.2499823832219634,3.8611422710482657,0.7510494595180717,-0.2547961008766678,0.1458061029926478,-0.06596754469212152,-0.4470649197536111,1.8708956402789156,1.3289885258711176,5.160302683319458,-1.5744426360222263,-0.36262442111968995,0.08698401363555835,-0.22678210735321047,-0.44991569519042973,-0.14760035037994385,0.03978778392245978,-0.0978414535522461,-0.21173222064971925,-0.38531785266876223,0.088003975545785,-0.0978414535522461,-0.5969803810119629,0.0070880790008232,2.8630053700180724,0.7945127109996974,0.05615576799027622,0.03283686097711325,43.355898695997894,47.109497484983876,1804.3736390120466,42
45000,3.1534736,3.01842,-53.874485,59.644745,47.16148,128.56781,4.157672,59.787518,47.21734,126.83068,4.08865,59.691082,47.28943,129.6835,3.1003451,6.3182955,5.6447053,27.679949,-3.157789,0.01588583,1.611377,4.4385347,-6.4993653,-0.71566105,0.30354115,0.014539093,-2.136388,0.031118491664528847,1.1044960021972656,45000,45,1000.0,0.0,1000,1000,1.2417011658965176,1.3273941970358463,4.443498691622483,-2.204287177919565,1241.7011658965164,0.0,1241.7011658965164,1241.7011658965164,-0.017450487,0.7889749,0.9999968,-0.9999891,1,1241.7011658965164,0.7671006951383674,0.0,0.7671006951383674,0.7671006951383674,-0.03898441465159327,0.0,-0.03898441465159327,-0.03898441465159327,1.6153726987181731,1.3393116396510574,4.752572211329209,-1.814216548799692,-0.33601088523864747,0.0,-0.33601088523864747,-0.33601088523864747,-0.1200958013534546,0.0,-0.1200958013534546,-0.1200958013534546,-0.3736715328216553,0.08961447502723478,-0.1191338300704956,-0.5956938743591309,220000,220,1000.0,0.0,1000,1000,1.5155068926370825,1.2645175864998657,4.772493313118798,-2.103830390935758,1515.5068926370832,706.6436021831738,2415.7189113570016,787.4261723221571,-0.029125998,0.7908362,0.99992865,-0.99999774,5,1515.5068926370832,1.759568666387338,1.0711847931644092,3.0136182214778273,0.3532450683550792,0.053291294384076246,0.15386281203376445,0.21509932914288266,-0.2203735036923296,1.891269055531093,1.2732996657747542,5.178325413033349,-1.6987690982874426,-0.34532077312469484,0.08345845094066259,-0.21923978328704835,-0.4789698123931885,-0.09704494595527649,0.03746902553950096,-0.03281440138816834,-0.14248836040496826,-0.3757621628940106,0.09228530298762577,-0.03281440138816834,-0.5966021060943604,0.0068652170011773705,3.5807248749770224,0.9449868529918604,0.042098256992176175,0.016780264966655523,33.35132280201651,37.9427782689454,1842.5070415299851,43
46000,2.897865,4.7498484,-56.403545,62.279083,50.81073,135.66026,4.1062694,62.55944,51.052258,139.55687,4.31622,61.93772,50.685135,134.12843,3.2027385,6.2847204,6.0648203,30.405518,-7.584563,0.045176446,1.6028322,4.897319,-5.352072,-0.751555,0.33112544,0.13985315,-2.0242362,0.03198845684528351,0.9801301956176758,46000,46,1000.0,0.0,1000,1000,2.600869144421362,0.8482995523358193,4.7193738266141505,-0.5666368513854749,2600.8691444213646,0.0,2600.8691444213646,2600.8691444213646,0.024304504,0.81201965,0.99996793,-0.9999995,1,2600.8691444213646,3.4941577188590145,0.0,3.4941577188590145,3.4941577188590145,0.0014438149413062429,0.0,0.0014438149413062429,0.0014438149413062429,2.996849097084545,0.8376912560475317,5.1257448747077206,-0.12127652461850713,-0.47116780281066895,0.0,-0.47116780281066895,-0.47116780281066895,-0.04814326465129853,0.0,-0.04814326465129853,-0.04814326465129853,-0.3959799526631832,0.10274941662106997,-0.0346730500459671,-0.595734691619873,225000,225,1000.0,0.0,1000,1000,2.4597089489781134,1.0782805982342765,4.95135047438788,-2.1439253270262952,2459.7089489781138,375.70311256149864,2776.3187780445733,1722.1786692770445,0.016097387,0.820141,0.9999524,-0.99999774,5,2459.7089489781138,2.1793511412193993,1.7101282004280414,3.9709776869477764,-0.8693580710485094,0.0927267589374748,0.21627575787407918,0.3641748556612248,-0.29302566687975856,2.8634431404905785,1.0749666976669208,5.223985129563147,-1.7101065098876234,-0.41246767044067384,0.06784508529899178,-0.3283475637435913,-0.5280332565307617,-0.07651614725589753,0.04615405393766579,-0.027343916893005374,-0.1421256184577942,-0.40373419151246553,0.10632854152439138,-0.027343916893005374,-0.5970220088958741,0.007302968995645642,2.4325620500021614,0.6210170159465633,0.05009161902125925,0.017496026994194835,41.647683369985316,44.77615305094514,1887.2976193678915,44
47000,4.5908146,5.206331,-50.620014,55.871693,49.936558,135.02194,3.3718104,55.92078,50.042892,135.33615,3.6185665,56.020992,50.1594,135.80817,2.8021126,5.501451,5.8267875,29.751162,-7.5950193,0.04662013,1.5488275,4.793007,-8.035246,-0.70558673,0.32110614,0.1987549,-2.4263182,0.033765580505132675,-1.689233660697937,47000,47,1000.0,0.0,1000,1000,2.5608741876283094,0.9592039167777875,5.149126266610182,-0.7267380761646107,2560.87418762831,0.0,2560.87418762831,2560.87418762831,0.021731481,0.8271456,0.99998945,-0.9999999,1,2560.87418762831,3.046789949731874,0.0,3.046789949731874,3.046789949731874,0.4465322697793009,0.0,0.4465322697793009,0.4465322697793009,2.97165938739566,0.9367643436919165,5.467741226326979,-0.29391351218450823,-0.5884108066558839,0.0,-0.5884108066558839,-0.5884108066558839,-0.1405667543411255,0.0,-0.1405667543411255,-0.1405667543411255,-0.4107851997673512,0.10533450517891269,-0.0720698893070221,-0.5965464591979981,230000,230,1000.0,0.0,1000,1000,2.7412489562925146,0.9497687416519536,5.4391121398856175,-1.3487842931479013,2741.2489562925152,67.64390412862784,2830.2748697798515,2644.373929038052,0.03309751,0.8207557,0.99996704,-0.999999,5,2741.2489562925152,3.3431766764869053,0.7353328847403718,4.505269632530258,2.5907451087078925,0.26141488635969995,0.06510093986069436,0.3356049590248425,0.13964707995641507,3.1460902117975995,0.9294866334274406,5.871989647682767,-0.8696506871908699,-0.4240790867805481,0.1608976579051466,-0.1398297905921936,-0.5798521041870117,-0.08528914213180543,0.04267526768911292,-0.04600672721862793,-0.16470079421997072,-0.404841255505085,0.10178143404298697,-0.04600672721862793,-0.5963003158569337,0.008139229961670935,2.741734841023572,0.718992342997808,0.04025388101581484,0.016283159027807415,35.065789800020866,38.59119325404754,1925.9068089559441,45
48000,3.8496795,5.506918,-53.169285,59.480934,51.24382,139.41104,3.5512664,59.360947,51.24061,141.54906,3.8488123,59.77816,51.27591,140.2923,3.5638804,6.4789753,6.148132,31.465322,-5.4150896,0.00937683,1.6473242,4.748535,-5.7728205,-0.6931928,0.27767864,0.19093537,-1.9161556,0.0346977673470974,1.609871506690979,48000,48,1000.0,0.0,1000,1000,2.6510153785227057,0.8630677246988371,4.749182113970676,-0.878403474816758,2651.0153785227067,0.0,2651.0153785227067,2651.0153785227067,0.029470678,0.80511487,0.99993885,-0.9999977,1,2651.0153785227067,4.125424460635827,0.0,4.125424460635827,4.125424460635827,0.1450893069667379,0.0,0.1450893069667379,0.1450893069667379,3.040462442707849,0.8400899616591486,5.152361543163693,-0.3917824287504737,-0.3288689851760864,0.0,-0.3288689851760864,-0.3288689851760864,-0.06872128248214722,0.0,-0.06872128248214722,-0.06872128248214722,-0.3894470641851425,0.10019637881200498,-0.06872128248214722,-0.5962695121765137,235000,235,1000.0,0.0,1000,1000,2.7204826158463877,0.9265076820737614,5.046882008089961,-1.417602939609185,2720.482615846388,108.13783531742196,2889.657461343672,2547.9732070179357,0.016529344,0.8268886,0.9999641,-0.99999887,5,2720.482615846388,3.6936498236539137,0.7237778274577942,4.522306977154358,2.5909261266519934,0.2360362692857652,0.1681042661535124,0.4483206658966928,-0.06673124145177019,3.13089343813955,0.9147858351942271,5.394918035044611,-0.9851163578068167,-0.39070083141326906,0.05922380528755368,-0.32191240787506104,-0.48698430061340336,-0.06839408099651337,0.031086013926609486,-0.032966953516006474,-0.11650570631027223,-0.41041082229316234,0.1050749004000179,-0.032966953516006474,-0.5966395378112793,0.006697531032841653,2.642700413998682,0.6393379690125585,0.04721036396222189,0.017948311986401677,38.78971109900158,42.143605688994285,1968.0638660200057,46
49000,3.16125,3.6704955,-61.645634,67.42055,53.67796,148.46396,4.230136,67.37478,53.48041,148.26932,4.450534,67.64119,53.81954,146.13535,3.5000987,5.9960256,6.3233485,30.967018,-8.694637,0.027957037,1.61165,4.8931594,-5.317931,-0.7100987,0.2790726,-0.054604888,-1.9252307,0.035290349274873734,-0.013291582465171814,49000,49,1000.0,0.0,1000,1000,2.1815262049176773,1.0779349156066618,4.928545589610519,-1.827545385994199,2181.5262049176754,0.0,2181.5262049176754,2181.5262049176754,0.023426048,0.8245541,0.9999807,-0.9999996,1,2181.5262049176754,2.898271167679809,0.0,2.898271167679809,2.898271167679809,-0.43125494546815635,0.0,-0.43125494546815635,-0.43125494546815635,2.589789151463755,1.043494939684073,5.355376882716598,-1.4840566927568943,-0.5797689914703369,0.0,-0.5797689914703369,-0.5797689914703369,-0.29726951122283934,0.0,-0.29726951122283934,-0.29726951122283934,-0.40826294654607775,0.1086888353209286,-0.09227020740509034,-0.597760534286499,240000,240,1000.0,0.0,1000,1000,2.2107889511726406,1.283346247529409,5.166230915014336,-2.1145290712926568,2210.788951172639,700.3834961731274,2880.7257223088973,915.4565705905584,0.00794029,0.817362,0.9999612,-0.9999982,5,2210.788951172639,1.6783566223226103,1.7038352090079332,3.7078858425149974,-0.46904925806614983,0.08477199918566813,0.09578711073786332,0.21724447112163786,-0.07446620017831113,2.611675149163714,1.2847141105671078,5.499549434606621,-1.6636138777349174,-0.31671240329742434,0.06800640165453087,-0.2016005277633667,-0.3809004068374634,-0.10871663182973863,0.07818789892001674,-0.014477400481700898,-0.2335537910461426,-0.40088619799107317,0.10822855433618525,-0.014477400481700898,-0.5978917598724366,0.009057117975316942,3.3551533459685743,0.8210177660221234,0.04295191098935902,0.01630548998946324,38.53615399298724,42.780639623932075,2010.8837089950102,47
50000,3.3630836,4.6784816,-60.983727,66.60005,54.487835,142.1376,1.6533325,67.076584,54.752907,144.37631,2.3329124,66.48413,54.25504,143.7335,1.2867725,6.0887017,6.339351,42.00994,-4.1604743,0.1592724,1.6400701,5.4722404,-7.045912,-0.6865349,0.2796179,0.22010908,-1.9801129,0.035681795328855515,0.29564815759658813,50000,50,1000.0,0.0,1000,1000,2.4582495262247677,0.8712703275481746,4.4840082903742315,-0.8921231093622615,2458.249526224768,0.0,2458.249526224768,2458.249526224768,0.04934734,0.8309863,0.9999917,-0.99999964,1,2458.249526224768,4.095093711698041,0.0,4.095093711698041,4.095093711698041,0.3375102313872655,0.0,0.3375102313872655,0.3375102313872655,2.8740335708839058,0.8605590092615648,4.931187087905755,-0.48430846359504953,-0.42643022537231445,0.0,-0.42643022537231445,-0.42643022537231445,-0.09392539262771607,0.0,-0.09392539262771607,-0.09392539262771607,-0.41578404465913776,0.09229236737342164,-0.09392539262771607,-0.5929913043975831,245000,245,1000.0,0.0,1000,1000,2.0690029115644566,1.38054368167353,5.23562637363658,-2.1044984228983252,2069.0029115644566,878.2117052119187,2801.8617930896926,457.5674384857347,0.013514928,0.81846833,0.99998003,-0.99999666,5,2069.0029115644566,2.137304285309199,2.266674383973596,4.426001664812134,-0.6821959326006777,0.149159023223087,0.1352689090637091,0.26803192809605136,-0.05247464930548951,2.4710467547819492,1.3997337697942585,5.64155855088984,-1.7140950091257423,-0.4008953952789307,0.06329712466189359,-0.3088420629501343,-0.49401597976684575,-0.10249764740467071,0.080579103357405,-0.03223685324192047,-0.24747581481933595,-0.40204384321749215,0.09863717111160407,-0.03223685324192047,-0.5972294807434082,0.007239177997689694,3.945968525018543,0.7249311879859306,0.04467353399377316,0.01704021799378097,36.40907677600626,41.14892941899598,2052.0492975439993,48
51000,4.3009267,5.436388,-62.312485,68.27564,54.53588,149.276,3.3934805,68.15845,54.480946,148.88902,3.423918,68.01976,54.510628,147.41855,2.6844091,6.287737,6.529661,28.231524,-7.1610374,0.06350963,1.6484681,5.3331017,-6.2882547,-0.70271987,0.28551432,0.11175746,-2.2332006,0.036904387176036835,0.9493820667266846,51000,51,1000.0,0.0,1000,1000,1.4021222291289728,1.5166705039414472,5.360024348704059,-2.00845469764439,1402.122229128974,0.0,1402.122229128974,1402.122229128974,0.0043879775,0.79965603,0.99999106,-0.99999946,1,1402.122229128974,1.197476227952734,0.0,1.197476227952734,1.197476227952734,0.04819505818772968,0.0,0.04819505818772968,0.04819505818772968,1.7858036325215263,1.5412650187630117,5.697039500681598,-1.6735441618320124,-0.43673281669616704,0.0,-0.43673281669616704,-0.43673281669616704,-0.05186989903450012,0.0,-0.05186989903450012,-0.05186989903450012,-0.38368140339255336,0.09910553713813841,-0.05186989903450012,-0.5958654880523682,250000,250,1000.0,0.0,1000,1000,2.524992027167592,1.297630696304047,5.416813601049773,-2.1878125410758686,2524.9920271675924,622.2236003251504,3017.6731856681777,1311.955590999632,0.00860429,0.8254015,0.99994475,-0.9999905,5,2524.9920271675924,3.0140448102587243,1.818883203047243,5.095227989170894,0.7104372412112525,0.08569355047941551,0.12483485962151006,0.21316201872915738,-0.11151330620617607,2.9338090115182736,1.302923316242099,5.760512126478545,-1.8006670695029925,-0.34484707355499267,0.032076119522867035,-0.2820776700973511,-0.36878547668457035,-0.10027383327484134,0.05967322221257508,-0.026299777626991275,-0.17669620513916018,-0.4088169843506813,0.10075473141798176,-0.026299777626991275,-0.5964523792266846,0.01270564302103594,4.11225932004163,0.8334120719810016,0.04122822202043608,0.016763364023063332,38.83590569498483,43.852274316072,2096.113183170033,49
52000,4.6496873,5.177216,-63.066956,68.68503,57.11957,147.57602,3.0262325,68.78018,57.119587,147.18826,3.4349003,68.81194,57.519764,148.64288,1.7288306,5.935818,5.8422914,30.688324,-5.2520046,0.0073634963,1.576474,5.329045,-4.9586186,-0.7404199,0.2942962,0.007389419,-2.0840049,0.03632623329758644,-0.21278440952301025,52000,52,1000.0,0.0,1000,1000,2.648177054548123,0.874213396300331,5.089987919940836,-0.7009056946504771,2648.177054548121,0.0,2648.177054548121,2648.177054548121,-0.023330886,0.8337644,0.99999523,-0.999998,1,2648.177054548121,3.3416071154852034,0.0,3.3416071154852034,3.3416071154852034,0.15154982345900514,0.0,0.15154982345900514,0.15154982345900514,3.0656014574168706,0.8586042039564135,5.384031389369852,-0.13178385703451034,-0.4538167953491211,0.0,-0.4538167953491211,-0.4538167953491211,-0.1356183409690857,0.0,-0.1356183409690857,-0.1356183409690857,-0.4174244028687477,0.10150291453151544,-0.1356183409690857,-0.5967935562133789,255000,255,1000.0,0.0,1000,1000,2.699606054443512,0.9138114867564053,5.184338220327868,-1.1428703802919646,2699.606054443512,90.81129652435804,2829.0856345741317,2559.9695198807763,-0.015194546,0.83701706,0.9999612,-0.9999933,5,2699.606054443512,3.585819873801597,0.5746501791710665,4.253791916263481,2.8101874604487875,0.25898892125122447,0.18872069875548828,0.5216664250452592,0.01405340466918703,3.1201031028238866,0.9019709743831931,5.564843877523913,-0.7185691374635955,-0.45408410072326666,0.1012793201831466,-0.2933382034301758,-0.5757264137268067,-0.10326263666152954,0.029505343655947446,-0.04920760393142701,-0.1300683379173279,-0.4204970483803749,0.09980028525145844,-0.04920760393142701,-0.5980657577514649,0.01045987696852535,3.735975775984116,0.7528129020356573,0.054193376970943063,0.026204367983154953,47.716400199977215,52.29604649991961,2148.546555812063,50
53000,4.700103,5.475502,-72.23714,77.89143,57.582108,156.7149,3.0405126,78.02826,57.767986,155.65967,2.3732178,78.023865,57.840553,157.0673,1.8847084,5.9190063,5.5127864,24.478302,-5.770784,-0.042802025,1.5754795,5.127225,-6.6687856,-0.7534232,0.30027863,0.2214216,-1.7266036,0.037039585411548615,-0.2669280469417572,53000,53,1000.0,0.0,1000,1000,2.6424112742149446,0.8395831110678317,4.840744838477048,-1.1738020393920634,2642.411274214945,0.0,2642.411274214945,2642.411274214945,-0.038314052,0.81379116,0.9999731,-0.99999964,1,2642.411274214945,4.370748875786035,0.0,4.370748875786035,4.370748875786035,0.14676362993841716,0.0,0.14676362993841716,0.14676362993841716,3.0406456836396067,0.8213758571784715,5.294770869971188,-0.7596733543945048,-0.4539064407348633,0.0,-0.4539064407348633,-0.4539064407348633,-0.03484142124652863,0.0,-0.03484142124652863,-0.03484142124652863,-0.3982344094246626,0.10539130644796806,-0.03484142124652863,-0.59329252243042,260000,260,1000.0,0.0,1000,1000,2.8125536520018306,0.8895190709507315,5.17738331003253,-1.1743929310257024,2812.55365200183,70.93217203403529,2905.7942866748162,2715.658523854185,-0.02576786,0.8123377,0.99998343,-0.9999976,5,2812.55365200183,3.749767656136555,0.6452817600603713,4.374147105963289,2.5262212509863957,0.07398001520270492,0.07959914118184692,0.1557937401259213,-0.025888582726550646,3.2088876067831245,0.8767692220863059,5.5486402813917834,-0.6677564068252628,-0.35250205993652345,0.09432094981069007,-0.21644067764282227,-0.47846479415893556,-0.0704936707019806,0.022660049667286693,-0.03094490170478821,-0.09707793593406677,-0.39633395478129385,0.09865539110248375,-0.03094490170478821,-0.591472864151001,0.0067954889964312315,3.415961255959701,0.6193399640033022,0.04235437902389094,0.01602688996354118,32.19568645401159,36.29616443195846,2184.890665849962,51
54000,6.681787,6.3919697,-70.12511,75.73458,57.77741,153.26318,2.5587852,75.61008,57.721806,155.1377,3.0623138,75.00525,57.459587,154.8778,2.2989926,5.9118767,5.54504,22.92834,-4.864278,0.039141316,1.5808303,4.6283836,-5.4239435,-0.733247,0.28559875,0.026309688,-1.8999425,0.03894692659378052,-0.2860128879547119,54000,54,1000.0,0.0,1000,1000,2.5527588221419997,0.9582741254030269,4.763632104718829,-1.093546070687688,2552.758822141997,0.0,2552.758822141997,2552.758822141997,-0.004624003,0.81446546,0.9999932,-1.0,1,2552.758822141997,2.46013305243423,0.0,2.46013305243423,2.46013305243423,-0.04482338537167188,0.0,-0.04482338537167188,-0.04482338537167188,2.95078403119337,0.9478639250982948,5.239674041593219,-0.5272082945036061,-0.5727080345153809,0.0,-0.5727080345153809,-0.5727080345153809,-0.09680178761482239,0.0,-0.09680178761482239,-0.09680178761482239,-0.3980252090513706,0.10001034495455319,-0.09664621353149415,-0.5931778430938721,265000,265,1000.0,0.0,1000,1000,2.91859513548507,0.9162801309630625,5.402062249154653,-1.1448219465604104,2918.5951354850704,95.40209306865712,3096.468826865488,2835.977544107903,0.0064745755,0.816122,0.999971,-0.99999857,5,2918.5951354850704,3.0301021071805962,0.9586098535469555,4.0871906794944834,1.6521085021497584,0.275843726424131,0.1826996830155325,0.49839292968929594,0.023931088617897278,3.3182533446206026,0.9051483076842117,5.860716414422598,-0.6642880606045998,-0.4714276981353761,0.08701718074121943,-0.31267933845520024,-0.5648727893829346,-0.0556463611125946,0.03099924692505208,-0.03546070158481598,-0.11653947830200195,-0.39965820913553246,0.09584500459595953,-0.03546070158481598,-0.5945833206176758,0.0067955260165035725,2.388999563991092,0.6119249030016363,0.04038675094489008,0.016084564966149628,31.039940927992575,34.10413223691285,2219.1081833499484,52
55000,4.796968,5.322514,-77.22815,82.96284,59.694084,156.35643,2.1586897,82.98165,59.659172,158.19278,-0.74233264,83.20667,59.786953,159.97166,0.5792766,6.0985208,5.6274843,35.546654,-7.5922103,0.0058668368,1.572956,5.0364003,-5.3601513,-0.7678821,0.3019428,0.034151495,-1.8682554,0.03927147015929222,0.31893861293792725,55000,55,1000.0,0.0,1000,1000,2.4980017367688405,0.9017173135770608,4.8928483787105055,-0.4775043716954103,2498.00173676884,0.0,2498.00173676884,2498.00173676884,0.007469304,0.7986129,0.9999532,-0.9999994,1,2498.00173676884,3.880395881362233,0.0,3.880395881362233,3.880395881362233,0.13460504683413255,0.0,0.13460504683413255,0.13460504683413255,2.880704718753456,0.8881684276941231,5.317091924242732,-0.0758427372502199,-0.38747544288635255,0.0,-0.38747544288635255,-0.38747544288635255,-0.0906639575958252,0.0,-0.0906639575958252,-0.0906639575958252,-0.38270298198461533,0.09700882708409161,-0.0906639575958252,-0.5882017135620118,270000,270,1000.0,0.0,1000,1000,2.8750815411598496,0.8735416382406157,5.242269923122057,-0.9125675735797807,2875.0815411598487,65.9740614589111,2978.21302846987,2800.9043567101203,0.00495366,0.7962867,0.99999136,-0.99999917,5,2875.0815411598487,3.410521502791198,0.8397362905821684,4.789470749058751,2.1815120584858505,0.23163489024731865,0.19279095276357436,0.5377747350118548,-0.02144914208287718,3.2555397344888255,0.8645149023560207,5.725659443767199,-0.36342969516181195,-0.3732557725906372,0.057258482141815566,-0.2869035482406616,-0.4619428634643555,-0.05309899806976319,0.008818200652958056,-0.03858404159545899,-0.06611858010292053,-0.3804581933289766,0.09640096479942131,-0.03715082705020905,-0.5915629863739014,0.007320341013837606,2.477430163999088,0.6045454230043106,0.039680143003351986,0.016273112036287785,37.825720126973465,40.97096931003034,2260.108564532944,53
