replay_buffer/size,trainer/QF Loss,trainer/Y Predictions Mean,trainer/Y Predictions Std,trainer/Y Predictions Max,trainer/Y Predictions Min,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/data storing (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
2000,0.9950595,0.0027368604,0.00044631722,0.0035275691,0.0005974502,2000,201,9.900990099009901,1.5318722802734852,16,4,1.0,0.0,1.0,1.0,9.900990099009901,1.5318722802734852,16.0,4.0,0.051,0.21999772726098782,1,0,101,9.900990099009901,4997,532,9.392857142857142,0.7570382251436707,11,8,1.0,0.0,1.0,1.0,9.392857142857142,0.7570382251436707,11.0,8.0,0.0,0.0,0,0,532,9.392857142857142,0.022074278036598116,2.340516422991641,0.4589906750479713,0.08934277499793097,0.033138076949398965,5.461445636989083,8.405507865012623,16.66375811502803,0
3000,0.010449437,1.3742526,0.065182544,1.4756229,1.2213949,3000,303,9.803921568627452,1.2760172081195251,14,8,1.0,0.0,1.0,1.0,9.803921568627452,1.2760172081195251,14.0,8.0,0.16,0.36660605559646714,1,0,102,9.803921568627452,9993,1062,9.426415094339623,0.8396205215152376,11,8,1.0,0.0,1.0,1.0,9.426415094339623,0.8396205215152376,11.0,8.0,0.14471577261809448,0.35181403862501337,1,0,530,9.426415094339623,0.08759509300580248,2.4220396610326134,0.43106484203599393,0.06654818099923432,0.012339409964624792,5.2299250809592195,8.249512267997488,65.37593580404064,1
